Property,ObtainedValue,Variance,CI,Problems
PRetrans5(obs1),0.2121111111111111,0.16713855860527713,0.02220057110766636,0
PRetrans5(obs2),0.7861111111111111,0.1681591164450371,0.02226824695122738,0
