Property,ObtainedValue,Variance,CI,Problems
PDice1(obs1),0.16919408423534454,0.14057121233699862,0.00999772484533201,0
PDice1(obs2),0.1651273363209094,0.1378640663099534,0.009998982487105783,0
PDice1(obs3),0.16632265073329713,0.13866319256115833,0.009997370349579792,0
PDice1(obs4),0.16489827171297308,0.13771059757625106,0.00999724079076279,0
PDice1(obs5),0.1660958904109589,0.1385118103258577,0.009995713038112067,0
PDice1(obs6),0.16787061994609165,0.13969384023762746,0.009996517915459134,0
