Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08533653846153846,0.07805796645178947,0.009979850240644567,0
PDice2(obs4),0.11453781512605042,0.10142316550974355,0.010634747361657789,0
PDice2(obs5),0.14021008403361346,0.12055628175889035,0.011594539891971734,0
PDice2(obs6),0.16411764705882353,0.13718880921838042,0.012368525818431505,0
PDice2(obs7),0.13470588235294118,0.116565105305957,0.011400998194483562,0
PDice2(obs8),0.1111344537815126,0.09878773770947935,0.010495668775767545,0
PDice2(obs9),0.08116161616161616,0.0745781747981354,0.009998166281151683,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
