Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08533653846153846,0.07805796645178947,0.009979850240644567,0
PDice2(obs4),0.11468085106382979,0.10153347403646873,0.01070823188436199,0
PDice2(obs5),0.1406808510638298,0.12089489367134681,0.011684688064561263,0
PDice2(obs6),0.16387234042553192,0.13702402727866192,0.012439745860778442,0
PDice2(obs7),0.13497872340425532,0.11676443633183123,0.011483345659254128,0
PDice2(obs8),0.11106382978723404,0.09873285689839224,0.010559515596918997,0
PDice2(obs9),0.08116161616161616,0.0745781747981354,0.009998166281151683,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
