Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.032916666666666664,0.03184642906766708,0.018766004901404718,0
PDice2(obs2),0.049166666666666664,0.046768792552452414,0.02274152233031512,0
PDice2(obs3),0.08583333333333333,0.07849868000555787,0.0294627059504477,0
PDice2(obs4),0.11083333333333334,0.09859038488258998,0.03301860610703379,0
PDice2(obs5),0.14625,0.12491298457690704,0.03716595074331558,0
PDice2(obs6),0.15916666666666668,0.13388842573294427,0.038478042673963056,0
PDice2(obs7),0.12916666666666668,0.11252952619146867,0.03527562356742266,0
PDice2(obs8),0.12833333333333333,0.11191051827150203,0.035178466834559254,0
PDice2(obs9),0.07833333333333334,0.0722273169376129,0.028261303922803755,0
PDice2(obs10),0.04958333333333333,0.047144469918021396,0.022832676993584836,0
PDice2(obs11),0.030416666666666668,0.029503786299847158,0.018062602776552448,0
