Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03090909090909091,0.029962798644217255,0.015523201438066441,0
PDice2(obs2),0.0496969696969697,0.04724149650490966,0.019491799195141893,0
PDice2(obs3),0.08848484848484849,0.08067972847603039,0.025472543893541498,0
PDice2(obs4),0.11515151515151516,0.10192252932477243,0.0286302540422988,0
PDice2(obs5),0.14272727272727273,0.1223932872220232,0.03137392867425484,0
PDice2(obs6),0.15484848484848485,0.130910101316285,0.03244715958550123,0
PDice2(obs7),0.12696969696969698,0.11088199362524916,0.029862118754492618,0
PDice2(obs8),0.12303030303030303,0.10792655258250894,0.029461459506104744,0
PDice2(obs9),0.08575757575757575,0.07842697970918644,0.02511440251042347,0
PDice2(obs10),0.05272727272727273,0.04996224751302047,0.020045232069785063,0
PDice2(obs11),0.029696969696969697,0.028823794170869044,0.015225293706589706,0
