Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08731884057971015,0.07970003602445462,0.01238046027240099,0
PDice2(obs4),0.11731884057971015,0.10356263476349367,0.014112666459758,0
PDice2(obs5),0.13949275362318841,0.12004322409416351,0.015194148182465598,0
PDice2(obs6),0.16391304347826086,0.13705548921314398,0.01623512920041241,0
PDice2(obs7),0.131231884057971,0.1140183388630346,0.014807948208246024,0
PDice2(obs8),0.11528985507246377,0.10200549609244947,0.01400616757841247,0
PDice2(obs9),0.08101449275362319,0.07445654011895422,0.011966274406703864,0
PDice2(obs10),0.05521739130434783,0.05217221159693362,0.01001675739994481,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
