Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03058823529411765,0.029661319073083777,0.015216082246785867,0
PDice2(obs2),0.04911764705882353,0.04671884464288805,0.01909649501332135,0
PDice2(obs3),0.08794117647058823,0.08023112334077497,0.02502528621332059,0
PDice2(obs4),0.115,0.10180494263018534,0.028189803492923098,0
PDice2(obs5),0.1438235294117647,0.1231745496080162,0.031007596802122454,0
PDice2(obs6),0.155,0.13101353339217417,0.03197906019646046,0
PDice2(obs7),0.12970588235294117,0.1129154768703598,0.029688233234335146,0
PDice2(obs8),0.12205882352941176,0.10719199418514097,0.02892602731666287,0
PDice2(obs9),0.08558823529411765,0.07828591454233945,0.02472005492818962,0
PDice2(obs10),0.05235294117647059,0.04962670681688386,0.019681824054014883,0
PDice2(obs11),0.028823529411764706,0.0280009691431736,0.01478407469874425,0
