Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.050918367346938775,0.04833061890946806,0.011440505539131141,0
PDice2(obs3),0.08734693877551021,0.07972558632596828,0.014693758521258517,0
PDice2(obs4),0.11755102040816326,0.10374336406672068,0.01676155091972723,0
PDice2(obs5),0.14387755102040817,0.12318937167682667,0.018265041253946675,0
PDice2(obs6),0.16275510204081634,0.13627978490099987,0.019210990494150617,0
PDice2(obs7),0.12714285714285714,0.11098887641596081,0.017336992640881177,0
PDice2(obs8),0.11653061224489795,0.10296173495421232,0.016698288624066623,0
PDice2(obs9),0.0810204081632653,0.07446369996105391,0.014200588515701362,0
PDice2(obs10),0.05540816326530612,0.052343439876205614,0.011905980512646077,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
