Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.029315068493150687,0.028459593826889406,0.010171851095621286,0
PDice2(obs2),0.05136986301369863,0.048737676581704754,0.013311225969775442,0
PDice2(obs3),0.08534246575342466,0.07806982378895964,0.01684718111455686,0
PDice2(obs4),0.1189041095890411,0.10478027577431324,0.01951755508477315,0
PDice2(obs5),0.14465753424657535,0.123748683906784,0.021210745819286843,0
PDice2(obs6),0.16095890410958905,0.13506963798756444,0.022159732479282015,0
PDice2(obs7),0.13123287671232878,0.11402642884088081,0.020360498488702684,0
PDice2(obs8),0.11753424657534246,0.10373415761588659,0.01941987979838715,0
PDice2(obs9),0.07849315068493151,0.07234188582785783,0.01621737496098093,0
PDice2(obs10),0.053972602739726025,0.05106655631189861,0.013625546532201615,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
