Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.087,0.07943711054696516,0.012734653083529519,0
PDice2(obs4),0.11692307692307692,0.10326001408392362,0.014519159929786439,0
PDice2(obs5),0.14107692307692307,0.12118354666335279,0.01572885933422407,0
PDice2(obs6),0.16407692307692306,0.13716623763958175,0.01673397101145524,0
PDice2(obs7),0.13107692307692306,0.11390452520016332,0.015249158837749795,0
PDice2(obs8),0.11592307692307692,0.10249280122139574,0.01446512132367405,0
PDice2(obs9),0.08076923076923077,0.0742512737666211,0.012311964461582761,0
PDice2(obs10),0.055615384615384615,0.052526354098244236,0.010355332008501743,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
