Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08677215189873418,0.07924776123468798,0.011537508469539763,0
PDice2(obs4),0.11683544303797469,0.10319145339273997,0.013165592126563094,0
PDice2(obs5),0.14183544303797468,0.12172585430419007,0.014299140958346123,0
PDice2(obs6),0.1629113924050633,0.13637990226909089,0.015135393593948785,0
PDice2(obs7),0.1310126582278481,0.11385554765924137,0.013829154547061389,0
PDice2(obs8),0.11525316455696202,0.10197632681446751,0.013087847142552511,0
PDice2(obs9),0.08050632911392405,0.07402974551345583,0.011151201409778294,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
