Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08533653846153846,0.07805796645178947,0.009979850240644567,0
PDice2(obs4),0.11460251046025105,0.10147302078954652,0.01061508361354241,0
PDice2(obs5),0.1403765690376569,0.12067603710944647,0.01157600337476548,0
PDice2(obs6),0.16410041841004183,0.13717721071993874,0.012342101359387896,0
PDice2(obs7),0.13476987447698746,0.11661183456670252,0.011379401965339847,0
PDice2(obs8),0.11100418410041842,0.09868638435003932,0.010468314064155649,0
PDice2(obs9),0.08116161616161616,0.0745781747981354,0.009998166281151683,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
