Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08598837209302325,0.07859894166372572,0.011012633874682069,0
PDice2(obs4),0.11656976744186047,0.10298724439089887,0.012605920699728396,0
PDice2(obs5),0.1422674418604651,0.12203451187670458,0.013722213938076194,0
PDice2(obs6),0.16244186046511627,0.13606241303915723,0.014489451189313544,0
PDice2(obs7),0.1325581395348837,0.11499316482705188,0.013320449032619844,0
PDice2(obs8),0.11366279069767442,0.10074941823280693,0.012468210484861792,0
PDice2(obs9),0.0811046511627907,0.07453101992138537,0.010723866132365416,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
