Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08779310344827586,0.08009099795229636,0.01210751251637153,0
PDice2(obs4),0.11758620689655172,0.10376684717852122,0.013781369749684016,0
PDice2(obs5),0.13972413793103447,0.12020959352725873,0.014833124380847641,0
PDice2(obs6),0.16248275862068964,0.13609149739221016,0.015782600751333403,0
PDice2(obs7),0.1316551724137931,0.11432997281619899,0.01446582224591798,0
PDice2(obs8),0.1153103448275862,0.10202090512782094,0.013664937832889735,0
PDice2(obs9),0.08013793103448276,0.07372092724587427,0.011616049890742382,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
