Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.05105769230769231,0.04845546354309216,0.01111992304834625,0
PDice2(obs3),0.08673076923076924,0.07921615983785424,0.014217960332650393,0
PDice2(obs4),0.1176923076923077,0.10385081405756472,0.016279286192107657,0
PDice2(obs5),0.14173076923076924,0.12165485586631851,0.017619562878594768,0
PDice2(obs6),0.1621153846153846,0.1358470489026312,0.01861896389564259,0
PDice2(obs7),0.1296153846153846,0.11282608534844325,0.01696817621069734,0
PDice2(obs8),0.11692307692307692,0.10326200004438296,0.016233070389570232,0
PDice2(obs9),0.08163461538461539,0.07497761434161568,0.013832357807633871,0
PDice2(obs10),0.05576923076923077,0.05266408752320859,0.011592782491102292,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
