Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08533653846153846,0.07805796645178947,0.009979850240644567,0
PDice2(obs4),0.11477732793522268,0.10160760659555623,0.010448686751945647,0
PDice2(obs5),0.1405263157894737,0.12078356038279837,0.011392066521685396,0
PDice2(obs6),0.16364372469635627,0.13686999735929908,0.012126981863229302,0
PDice2(obs7),0.13497975708502025,0.11676494958818344,0.011200949693259922,0
PDice2(obs8),0.11052631578947368,0.09831422964066305,0.010277956822704068,0
PDice2(obs9),0.08116161616161616,0.0745781747981354,0.009998166281151683,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
