Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08797202797202797,0.08023856135472333,0.012203112729162156,0
PDice2(obs4),0.11748251748251748,0.10368762645145609,0.013872109971159778,0
PDice2(obs5),0.13958041958041958,0.12010612507989947,0.0149300627969251,0
PDice2(obs6),0.16286713286713286,0.13635096493128523,0.015907728286463696,0
PDice2(obs7),0.1313986013986014,0.11414099083656395,0.014554586638123139,0
PDice2(obs8),0.11545454545454545,0.10213193548182008,0.0137676506579334,0
PDice2(obs9),0.08048951048951049,0.07401612514347672,0.011720394479329991,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
