Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.051744186046511625,0.049072431353564636,0.012305992263019441,0
PDice2(obs3),0.08581395348837209,0.07845904201948847,0.0155603495987283,0
PDice2(obs4),0.1205813953488372,0.10605385428808649,0.018090937694612095,0
PDice2(obs5),0.14255813953488372,0.12224953144903274,0.019423229926686783,0
PDice2(obs6),0.16186046511627908,0.13567743139413183,0.020462168477145236,0
PDice2(obs7),0.12872093023255815,0.11216489478224889,0.018604856569569506,0
PDice2(obs8),0.1172093023255814,0.10348331471750366,0.017870348223225436,0
PDice2(obs9),0.07988372093023256,0.0735108598349727,0.015061686400795573,0
PDice2(obs10),0.05534883720930232,0.052291423826999896,0.012703198465801627,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
