Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08666666666666667,0.07916035315271633,0.011283893139349814,0
PDice2(obs4),0.11696969696969697,0.10329404720579943,0.012889698237636492,0
PDice2(obs5),0.14242424242424243,0.12214698044142253,0.014016722353703083,0
PDice2(obs6),0.16284848484848485,0.1363371186867156,0.014808537139444487,0
PDice2(obs7),0.13218181818181818,0.11471673765352171,0.013583712999230998,0
PDice2(obs8),0.114,0.1010101218255652,0.012746400218806221,0
PDice2(obs9),0.08042424242424243,0.07396066611934239,0.010907004946719107,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
