Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0509375,0.0483479073340973,0.011561130388026704,0
PDice2(obs3),0.08739583333333334,0.07976611061916172,0.0148498021342564,0
PDice2(obs4),0.118125,0.10418233670173976,0.01697104190070079,0
PDice2(obs5),0.14354166666666668,0.12295026391638017,0.01843640294084699,0
PDice2(obs6),0.1628125,0.13631878971767894,0.019412850925709338,0
PDice2(obs7),0.12739583333333335,0.11117771599472166,0.017531550724844153,0
PDice2(obs8),0.1165625,0.10298641134493176,0.016873354124475128,0
PDice2(obs9),0.08072916666666667,0.07421969953467375,0.014324222378129038,0
PDice2(obs10),0.05510416666666667,0.052073121766156194,0.01199825991916525,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
