Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08716129032258065,0.07956933329725747,0.011672236693519704,0
PDice2(obs4),0.11670967741935484,0.10309517991795517,0.013286188402847194,0
PDice2(obs5),0.14096774193548386,0.1211036508078565,0.014399912196114986,0
PDice2(obs6),0.16316129032258064,0.13654849324306043,0.015290605453891213,0
PDice2(obs7),0.13129032258064516,0.11406053252134893,0.013974906908677817,0
PDice2(obs8),0.11561290322580645,0.10225315681136556,0.013231820127608986,0
PDice2(obs9),0.08025806451612903,0.0738214702717553,0.011242750463481709,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
