Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08707142857142858,0.07949567316032778,0.01227594129818102,0
PDice2(obs4),0.11785714285714285,0.10397426346779871,0.014039317110744808,0
PDice2(obs5),0.1397857142857143,0.12025425795720103,0.015098482112721147,0
PDice2(obs6),0.1635,0.13677751982284447,0.01610239291328823,0
PDice2(obs7),0.1315,0.1142159082791628,0.014714528696146034,0
PDice2(obs8),0.11521428571428571,0.10194723602706315,0.01390179196876091,0
PDice2(obs9),0.08071428571428571,0.07420479013807109,0.011860391584315785,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
