Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.02828125,0.027485715541490856,0.01067605031785145,0
PDice2(obs2),0.04921875,0.04680357770745429,0.013931459422984476,0
PDice2(obs3),0.08640625,0.07895254629629629,0.018094232179469275,0
PDice2(obs4),0.11859375,0.10454560771214252,0.020821402709426656,0
PDice2(obs5),0.146875,0.12532231598687296,0.022796663796121157,0
PDice2(obs6),0.160625,0.13484567901234568,0.023646975722877994,0
PDice2(obs7),0.13,0.11311767463666199,0.02165819814415277,0
PDice2(obs8),0.11921875,0.10502204934364744,0.020868793062585825,0
PDice2(obs9),0.079375,0.07308602906704173,0.01740901788296537,0
PDice2(obs10),0.05234375,0.04961163365369589,0.014343292411002094,0
PDice2(obs11),0.0290625,0.02822228082512893,0.010818153583205467,0
