Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08573033707865169,0.07838505003752894,0.010810696971210667,0
PDice2(obs4),0.11617977528089887,0.1026878040743357,0.01237361239269887,0
PDice2(obs5),0.14230337078651686,0.122059978751489,0.013490365585362618,0
PDice2(obs6),0.16168539325842696,0.13555084208114204,0.014216352519686084,0
PDice2(obs7),0.13320224719101123,0.11546589538233115,0.01312090943688009,0
PDice2(obs8),0.11337078651685394,0.10052349866896954,0.012242521401105178,0
PDice2(obs9),0.08078651685393258,0.07426422769616522,0.010522693207601018,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
