Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08533653846153846,0.07805796645178947,0.009979850240644567,0
PDice2(obs4),0.11515418502202643,0.10189818760088211,0.01091484006605431,0
PDice2(obs5),0.14079295154185023,0.12097562566070076,0.011892771783957834,0
PDice2(obs6),0.16343612334801763,0.13673078031538194,0.012643499415003017,0
PDice2(obs7),0.13524229074889868,0.11695696583113269,0.011693571976133334,0
PDice2(obs8),0.11140969162995595,0.09900193355953307,0.010758605550281622,0
PDice2(obs9),0.08116161616161616,0.0745781747981354,0.009998166281151683,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
