Property,ObtainedValue,Variance,CI,Problems
PDice2(obs1),0.03,0.029103731247595844,0.009951169175779232,0
PDice2(obs2),0.0510077519379845,0.0484097138712153,0.009979722790895141,0
PDice2(obs3),0.08533653846153846,0.07805796645178947,0.009979850240644567,0
PDice2(obs4),0.11513043478260869,0.10187984732795566,0.010842446801897047,0
PDice2(obs5),0.14065217391304347,0.12087439529506953,0.011810011335220798,0
PDice2(obs6),0.16365217391304349,0.13687609102097067,0.012567443869162124,0
PDice2(obs7),0.13482608695652173,0.11665308510577964,0.011601957539978933,0
PDice2(obs8),0.11130434782608696,0.0989199908502638,0.010683786261478203,0
PDice2(obs9),0.08116161616161616,0.0745781747981354,0.009998166281151683,0
PDice2(obs10),0.055179856115107916,0.052138790586352415,0.00997746359029961,0
PDice2(obs11),0.028219178082191782,0.027426613140850594,0.009985544135117796,0
