Property,ObtainedValue,Variance,CI,Problems
PRetrans5(obs1),0.010357142857142856,0.01025353442556015,0.009858364157883036,0
PRetrans5(obs2),0.9896428571428572,0.010253534425560151,0.009858364157883038,0
